text_summary,label_id
"Description: text window manager, shell multiplexer, integrated DevOps environment. Primary language: Shell. large codebase. 1601 stars (high visibility). 134 forks (notable community interest). 33 contributors (large team). 113 commits in last 90 days (~37.67/month, high activity). updated today. 13.4 years old (mature repository). 12 merged pull requests. 14 releases published. 2 open issues (issue tracker rarely used). Has CI/CD workflows configured. detailed README (2690 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.7109. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, some PR review activity, regular release cadence, wiki enabled, open-source license, no topics declared, mature and currently active.",2
"Description: Known filters subscriptions transformed for better compatibility with AdGuard. Primary language: Adblock Filter List. Topics: adguard, filters, filters-metadata, filters-subscriptions. very large codebase. 343 stars (good visibility). 70 forks (notable community interest). 19 contributors (large team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 8.3 years old (mature repository). 253 merged pull requests. No formal releases. 14 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (15651 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.272. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, no formal releases, extensive documentation, open-source license, well-tagged with topics, mature and currently active.",2
"Description: Connection library for the Soundcraft Ui Series (Ui12, Ui16, Ui24R) written in JavaScript/TypeScript. Primary language: TypeScript. Topics: soundcraft-ui-series, audio, nodejs, soundcraft, ui24r, ui16, ui12, typescript. medium-sized codebase. 80 stars (moderate visibility). 15 forks (modest community interest). 4 contributors (medium team). 82 commits in last 90 days (~27.33/month, high activity). updated today. 5.6 years old (mature repository). 170 merged pull requests. 43 releases published. 10 open issues (active issue tracking). Has CI/CD workflows configured. basic README (1203 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0927. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",4
"Description: Restarts Node.JS on file modifications. Primary language: JavaScript. small codebase. 38 stars (moderate visibility). 3 forks (very few). 2 contributors (small team). 1 commits in last 90 days (~0.33/month, very low activity). updated today. 15.0 years old (mature repository). 3 merged pull requests. No formal releases. 3 open issues (issue tracker rarely used). No CI/CD workflows detected. detailed README (3488 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0149. Combined engineering signals: very small team, no automated CI/CD, some PR review activity, no formal releases, extensive documentation, wiki enabled, no topics declared, mature and currently active.",1
"Description: InDMShopBot: The best Telegram eCommerce MiniApp and  Bot For Sellers, The Shop MiniAp and Bot Builder is a Classic and Premium e-commerce bot created for sellers to  effortlessly create Premium store MiniApp and Auto Buy Bot for selling products and services on telegram. Try the Auto shop bot now.. Topics: bot, botbuilder, bots, builder, mini-app, mini-apps, miniapp, telegram, telegram-bot-ai-assistant, telegram-bot-aiogram-python, telegram-mini-app-bot, telegram-self-bot, telegram-story-app, telegrambot, telegrambots, telegrammarketing, telegramselfbot, telegram-ecommerce-bot, telegram-store-bot, telegram-shopping-bot. large codebase. 8 stars (low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 119 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. basic README (773 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1333. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",1
"Description: An Android app for searching torrents across multiple providers - fast, detailed, and packed with actions.. Primary language: Kotlin. Topics: aggregator, android, kotlin, magnet-link, compose, material-design, bittorent, jetpack-compose, metasearch-engine, qbittorent. large codebase. 826 stars (good visibility). 31 forks (modest community interest). 25 contributors (large team). 473 commits in last 90 days (~157.67/month, high activity). updated today. 1.2 years old (mature repository). 12 merged pull requests. 16 releases published. 2 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (10081 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 3.9584. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, some PR review activity, regular release cadence, extensive documentation, wiki enabled, open-source license, well-tagged with topics, mature and currently active.",2
"Description: FreeEQ8 is a professional-grade, free and open-source 8-band parametric EQ plugin for macOS, Linux, and Windows. Linear phase, dynamic EQ, match EQ, per-band drive, band linking, M/S processing, oversampling, and a real-time spectrum analyzer. FabFilter Pro-Q alternative for $0–$20. Primary language: C++. Topics: audio-plugin, eq, equalizer, juce, music-production, parametric-eq, vst3, cpp, open-source, audio-processing, cmake, free-plugin, vst-plugin, daw, mixing, spectrum-analyzer, eq8, macos, windows, eq-eight. medium-sized codebase. 30 stars (moderate visibility). 3 forks (very few). 2 contributors (small team). 155 commits in last 90 days (~51.67/month, high activity). updated today. 119 days old (recent). 6 merged pull requests. 4 releases published. no open issues. Has CI/CD workflows configured. detailed README (42343 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.55. Combined engineering signals: very small team, automated CI/CD pipeline, some PR review activity, a few releases published, extensive documentation, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",4
"Description: Chamilo is a learning management system focused on ease of use and accessibility. Primary language: PHP. Topics: chamilo, twig, php, elearning, lms, skills. very large codebase. 953 stars (good visibility). 549 forks (widely reused project). 79 contributors (large team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 13.2 years old (mature repository). 279 merged pull requests. 60 releases published. 449 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (11062 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.6248. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, wiki enabled, open-source license, well-tagged with topics, mature and currently active.",2
"Description: 🤖 The largest directory for AI-ready documentation and tools implementing the proposed llms.txt standard. Primary language: TypeScript. Topics: llms-txt, directory, llms, nextjs, robots-txt, supabase, supabase-auth, taiwindcss, llmstxt, cursor, cursor-ai. large codebase. 845 stars (good visibility). 461 forks (notable community interest). 258 contributors (large team). 525 commits in last 90 days (~175.0/month, high activity). updated today. 1.3 years old (mature repository). 284 merged pull requests. 4 releases published. 83 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (402024 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 5.6537. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, a few releases published, extensive documentation, open-source license, well-tagged with topics, mature and currently active.",2
"Primary language: Python. small codebase. no stars. no forks. 5 contributors (medium team). 43 commits in last 90 days (~14.33/month, moderate activity). updated today. 158 days old (recent). 28 merged pull requests. No formal releases. 21 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (5614 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, some PR review activity, no formal releases, extensive documentation, open-source license, no topics declared, young and actively developed.",1
"Description: Chrome MV3 extension for importing Markdown drafts into X Articles.. Primary language: JavaScript. Topics: chrome-extension, markdown, mv3, publishing, x-articles. small codebase. 102 stars (good visibility). 20 forks (modest community interest). solo project (1 contributor). 53 commits in last 90 days (~17.67/month, moderate activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (7346 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 40.6667. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",1
"very large codebase. 8 stars (low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 2.9 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. basic README (1107 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.015. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, no topics declared, mature and currently active.",1
"Description: Music Assistant is a free, opensource Media library manager that connects to your streaming services and a wide range of connected speakers. The server is the beating heart, the core of Music Assistant and must run on an always-on device like a Raspberry Pi, a NAS or an Intel NUC or alike.. Primary language: Python. very large codebase. 1590 stars (high visibility). 407 forks (notable community interest). 174 contributors (large team). 776 commits in last 90 days (~258.67/month, high activity). updated today. 7.1 years old (mature repository). 267 merged pull requests. 879 releases published. 67 open issues (active issue tracking). Has CI/CD workflows configured. basic README (1953 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 1.5499. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, open-source license, no topics declared, mature and currently active.",2
"Description: Open-source AI agent orchestration platform — self-hosted mission control for autonomous multi-agent systems. Visual DAG workflows, 450+ MCP tools, human-in-the-loop approvals. Works with Claude, GPT-4o, Gemini, Ollama, Codex.. Primary language: PHP. Topics: agent-orchestration, agentic-ai, ai-agents, ai-automation, autonomous-agents, claude, crewai-alternative, langgraph-alternative, laravel, livewire, llm-workflow, mcp-server, model-context-protocol, multi-agent, n8n-alternative, ollama, openai, php, self-hosted, workflow-automation. large codebase. 30 stars (moderate visibility). 3 forks (very few). solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 108 days old (recent). 83 merged pull requests. 17 releases published. no open issues. Has CI/CD workflows configured. detailed README (27385 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.6055. Combined engineering signals: solo developer, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",4
"Description: Vaadin Server-Side Browserless Containerless Unit Testing. Primary language: Kotlin. medium-sized codebase. 133 stars (good visibility). 16 forks (modest community interest). 9 contributors (medium team). 36 commits in last 90 days (~12.0/month, moderate activity). updated today. 8.2 years old (mature repository). 18 merged pull requests. No formal releases. 9 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (18117 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0989. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, some PR review activity, no formal releases, extensive documentation, wiki enabled, open-source license, no topics declared, mature and currently active.",4
"Description: Spec-Driven Development for serious software developers. Spec Coding with with Claude, Cursor, Gemini, Codex. Kanban dashboard, git worktrees, auto-merge and more.. Primary language: Python. Topics: claude-code, gemini-cli, spec-driven-development, cursor-agent, github-copilot, windsurf, ai-coding-workflow, ai-development-dashboard, ai-progress-tracking, coding-agent-orchestration, development-kanban, kanban-workflow, multi-agent-support, spec-workflow-automation, agentic-coding, ai-agents, structured-development, code-workflow, teams, ai-jira. large codebase. 1272 stars (high visibility). 103 forks (notable community interest). 48 contributors (large team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 230 days old (established). 280 merged pull requests. 175 releases published. 205 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (8021 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 11.9048. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",2
"Description: Code intelligence CLI — function-level dependency graph across 11 languages, 30-tool MCP server for AI agents, complexity metrics, architecture boundary enforcement, CI quality gates, git diff impact with co-change analysis, hybrid semantic search. Fully local, zero API keys required.. Primary language: TypeScript. Topics: ai-agents, cli, code-analysis, dependency-graph, impact-analysis, incremental-builds, mcp-server, semantic-search, sqlite, static-analysis, tree-sitter, architecture, ci-cd, code-quality, codeowners, complexity-metrics. large codebase. 60 stars (moderate visibility). 12 forks (modest community interest). 5 contributors (medium team). 803 commits in last 90 days (~267.67/month, high activity). updated today. 95 days old (recent). 289 merged pull requests. 48 releases published. 6 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (59685 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 1.5. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",2
"Primary language: HTML. small codebase. no stars. no forks. solo project (1 contributor). 106 commits in last 90 days (~35.33/month, high activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, young and actively developed.",1
"Description: tools for exploring darkweb. small codebase. 20 stars (low visibility). no forks. 2 contributors (small team). 797 commits in last 90 days (~265.67/month, high activity). updated today. 81 days old (recent). 3 merged pull requests. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (2775 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.4878. Combined engineering signals: very small team, automated CI/CD pipeline, some PR review activity, no formal releases, wiki enabled, no topics declared, young and actively developed.",1
"Description: web based operating system. Primary language: HTML. Topics: css, decentralized, games, html, tools, website, frontend, javascript, python, webdesign, gui, localdb, pwa, threejs, ux, wasm, modular, standalone, js, webgl. large codebase. 68 stars (moderate visibility). 8 forks (modest community interest). solo project (1 contributor). 262 commits in last 90 days (~87.33/month, high activity). updated today. 1.3 years old (mature repository). No merged pull requests recorded. No formal releases. 6 open issues (active issue tracking). No CI/CD workflows detected. basic README (649 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.3269. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, well-tagged with topics, mature and currently active.",1
"Primary language: Python. large codebase. 8 stars (low visibility). 2 forks (very few). solo project (1 contributor). 532 commits in last 90 days (~177.33/month, high activity). updated today. 2.8 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (64 chars). Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0194. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, mature and currently active.",1
"Description: A list of open geospatial datasets available on AWS, Earth Engine, Planetary Computer, NASA CMR, and STAC Index. Primary language: Python. Topics: aws, earth-engine, geospatial, geospatial-data, open-access, opan-data, amazon, cloud-computing, satellite-imagery, nasa-data. very large codebase. 641 stars (good visibility). 59 forks (notable community interest). 5 contributors (medium team). 90 commits in last 90 days (~30.0/month, high activity). updated today. 3.4 years old (mature repository). 4 merged pull requests. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (6055 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 1.1173. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, some PR review activity, no formal releases, extensive documentation, wiki enabled, open-source license, well-tagged with topics, mature and currently active.",4
"Description: Free Proxy List ✅​🚀 HTTP, HTTPS, SOCKS4 & SOCKS5 | Updated every 5 minutes | Strict SSL, zero MITM, multi-country. Topics: elite-proxy, free-proxy, free-proxy-list, http-proxy, proxies, proxies-list, proxy, proxy-list, proxy-lists, proxyserver, socks5-proxy, vpn, fresh-proxies, https-proxy, proxy-scraper, socks-proxy, socks4, socks4-proxy, web-scraping. medium-sized codebase. 765 stars (good visibility). 14 forks (modest community interest). solo project (1 contributor). 1 commits in last 90 days (~0.33/month, very low activity). updated today. 1.1 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (11937 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 3.9146. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, open-source license, well-tagged with topics, mature and currently active.",1
"Description: C# library to read/write cad files like dxf/dwg.. Primary language: C#. Topics: cad, dwg, dxf, dxf-reader, dwg-reader, dxf-files, dxf-writer, dwg-writer, dwg-files. large codebase. 752 stars (good visibility). 191 forks (notable community interest). 24 contributors (large team). 258 commits in last 90 days (~86.0/month, high activity). updated today. 5.3 years old (mature repository). 291 merged pull requests. 61 releases published. 65 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (2969 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.9727. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",2
"Description: A modern, general-purpose, pure functional programming language (WIP). Primary language: C++. Topics: functional-programming, markdown, schema, template-engine, doc-engine, validate. large codebase. 11 stars (low visibility). no forks. 2 contributors (small team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 323 days old (established). No merged pull requests recorded. 2 releases published. no open issues. Has CI/CD workflows configured. detailed README (12785 chars). Wiki enabled. GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0679. Combined engineering signals: very small team, automated CI/CD pipeline, no visible PR-review workflow, a few releases published, extensive documentation, wiki enabled, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",4
"Description: TaroCub runs Codex, Claude Code, and Antigravity locally, then lets you control them from Telegram and Feishu/Lark.. Primary language: TypeScript. Topics: ai, automation, cli, codex, developer-tools, openai-codex, telegram-bot, typescript, anthropic, claude-code, session-management, agent-bus, multi-agent, feishu, lark, lark-cli, tarocub. large codebase. 121 stars (good visibility). 23 forks (modest community interest). 2 contributors (small team). 496 commits in last 90 days (~165.33/month, high activity). updated today. 49 days old (recent). No merged pull requests recorded. 5 releases published. no open issues. No CI/CD workflows detected. detailed README (13900 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 5.76. Combined engineering signals: very small team, no automated CI/CD, no visible PR-review workflow, a few releases published, extensive documentation, open-source license, well-tagged with topics, young and actively developed.",4
"Description: Provides a Collection implementation for PHP. Primary language: PHP. Topics: collection, ghostwriter. large codebase. 3 stars (very low visibility). no forks. solo project (1 contributor). 416 commits in last 90 days (~138.67/month, high activity). updated today. 3.9 years old (mature repository). 300 merged pull requests. 18 releases published. no open issues. Has CI/CD workflows configured. detailed README (2098 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0042. Combined engineering signals: solo developer, automated CI/CD pipeline, established PR-review workflow, regular release cadence, open-source license, mature and currently active.",4
"Description: An AI-assisted productivity desktop app that connects to Google Classroom, Gmail, and Calendar to automatically organize assignments, extract deadlines, and generate study plans.. Primary language: JavaScript. large codebase. 36 stars (moderate visibility). no forks. solo project (1 contributor). 19 commits in last 90 days (~6.33/month, low activity). updated today. 49 days old (recent). No merged pull requests recorded. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (7591 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 1.44. Combined engineering signals: solo developer, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, no topics declared, young and actively developed.",1
"Description: ⚡ Automated, High-Performance Xray/V2Ray & MTProto Subscriptions. Extracted, tested, and updated dynamically tevery 15 minutes.. Topics: anti-censorship, automated, censorship-circumvention, clash-config, free-internet, great-firewall, high-performance, iran, mtproto, proxy-list, reality, shadowsocks, subscription, trojan-vpn, v2ray, v2ray-config, vless, vmess, xray, circumvention-tool. very large codebase. 60 stars (moderate visibility). 3 forks (very few). 2 contributors (small team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 63 days old (recent). No merged pull requests recorded. 255 releases published. no open issues. No CI/CD workflows detected. detailed README (4981 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 1.9688. Combined engineering signals: very small team, no automated CI/CD, no visible PR-review workflow, regular release cadence, extensive documentation, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",1
"Description: EF Core Second Level Cache Interceptor. Primary language: C#. Topics: aspnetcore, entity-framework, efcore, entityframework, entity-framework-core, ef-core. medium-sized codebase. 957 stars (good visibility). 103 forks (notable community interest). 12 contributors (large team). 4 commits in last 90 days (~1.33/month, very low activity). updated today. 6.3 years old (mature repository). 68 merged pull requests. No formal releases. 4 open issues (issue tracker rarely used). Has CI/CD workflows configured. detailed README (24400 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.9241. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, well-tagged with topics, mature and currently active.",4
"Primary language: Python. large codebase. 108 stars (good visibility). 197 forks (notable community interest). 105 contributors (large team). 347 commits in last 90 days (~115.67/month, high activity). updated today. 7.2 years old (mature repository). 276 merged pull requests. 8 releases published. 475 open issues (heavy issue activity). Has CI/CD workflows configured. basic README (508 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.2336. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, a few releases published, wiki enabled, open-source license, no topics declared, mature and currently active.",2
"Description: A robust Kubernetes networking platform. Primary language: Go. Topics: cni, cni-plugin, kubernetes-networking, networking, sdn, sdn-controller, sdn-network, kubernetes. large codebase. 1041 stars (high visibility). 448 forks (notable community interest). 194 contributors (large team). 734 commits in last 90 days (~244.67/month, high activity). updated today. 9.8 years old (mature repository). 229 merged pull requests. 11 releases published. 363 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (3186 chars). Wiki enabled. GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.8325. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, wiki enabled, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",2
"Description: 200+ open source icon sets. Icons are validated, cleaned up, optimised, ready to render as SVG. Updated automatically several times a week.. Primary language: TypeScript. very large codebase. 992 stars (good visibility). 93 forks (notable community interest). 6 contributors (medium team). 59 commits in last 90 days (~19.67/month, moderate activity). updated today. 7.6 years old (mature repository). 81 merged pull requests. No formal releases. 8 open issues (active issue tracking). No CI/CD workflows detected. detailed README (8373 chars). GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.7817. Combined engineering signals: multi-contributor team, no automated CI/CD, established PR-review workflow, no formal releases, extensive documentation, GitHub Pages site published, no topics declared, mature and currently active.",4
"Description: A network scanner to output in various adblock formats. Primary language: JavaScript. medium-sized codebase. 29 stars (moderate visibility). 4 forks (very few). 3 contributors (small team). 383 commits in last 90 days (~127.67/month, high activity). updated today. 1.1 years old (mature repository). 1 merged pull requests. 61 releases published. 10 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (38171 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1662. Combined engineering signals: very small team, automated CI/CD pipeline, some PR review activity, regular release cadence, extensive documentation, GitHub Pages site published, open-source license, no topics declared, mature and currently active.",4
"Primary language: Python. very large codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 76 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (7 chars). Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, young and actively developed.",1
"Description: The Starting Point for Next-Gen Agents. Primary language: TypeScript. medium-sized codebase. 913 stars (good visibility). 81 forks (notable community interest). 12 contributors (large team). 67 commits in last 90 days (~22.33/month, high activity). updated today. brand new repository (less than 1 week old). 66 merged pull requests. 3 releases published. 43 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (3685 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 331.3333. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, a few releases published, extensive documentation, GitHub Pages site published, open-source license, no topics declared, young and actively developed.",2
"Description: 专注国内可用的免费 Socks5 代理池：多源抓取、连续包活检测，长期维护一份高质量国内可用代理列表. large codebase. 15 stars (low visibility). 1 forks (very few). 2 contributors (small team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 70 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (3046 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.4507. Combined engineering signals: very small team, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, no topics declared, young and actively developed.",1
"Primary language: Dart. Topics: anime, anime-app, sozo, sozo-app, sozo-tv. large codebase. 9 stars (low visibility). 2 forks (very few). solo project (1 contributor). 74 commits in last 90 days (~24.67/month, high activity). updated today. 34 days old (recent). No merged pull requests recorded. 1 releases published. no open issues. No CI/CD workflows detected. detailed README (3407 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.6286. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, a few releases published, extensive documentation, wiki enabled, well-tagged with topics, young and actively developed.",1
"Primary language: Python. very small codebase. 1 stars (very low visibility). no forks. 2 contributors (small team). 5 commits in last 90 days (~1.67/month, very low activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (7612 chars). Engagement ratio (stars+2*forks+watchers per day of age): 0.4. Combined engineering signals: very small team, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, no topics declared, young and actively developed.",1
"Description: 🧠 Living Consciousness Agent — PureField repulsion-field engine · Engine A ⇄ Engine G · Ψ=1/2 fixed point · 2,448 laws + 392 hypotheses. Primary language: Python. Topics: brain-inspired, consciousness, hexad, iit, phi, consciousness-laws, purefield, ai-consciousness, hexa-family, engine-a, engine-g, psi-fixed-point, repulsion-field. very large codebase. 156 stars (good visibility). 50 forks (modest community interest). 3 contributors (small team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 65 days old (recent). 290 merged pull requests. 3 releases published. no open issues. Has CI/CD workflows configured. detailed README (22643 chars). Wiki enabled. GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 6.2424. Combined engineering signals: very small team, automated CI/CD pipeline, established PR-review workflow, a few releases published, extensive documentation, wiki enabled, GitHub Pages site published, open-source license, well-tagged with topics, young and actively developed.",2
"Description: ReBuzz Digital Audio Workstation. Primary language: C#. Topics: rebuzz. large codebase. 66 stars (moderate visibility). 9 forks (modest community interest). 5 contributors (medium team). 100 commits in last 90 days (~33.33/month, high activity). updated today. 1.7 years old (mature repository). 33 merged pull requests. 59 releases published. 6 open issues (active issue tracking). No CI/CD workflows detected. detailed README (5362 chars). Engagement ratio (stars+2*forks+watchers per day of age): 0.2377. Combined engineering signals: multi-contributor team, no automated CI/CD, some PR review activity, regular release cadence, extensive documentation, mature and currently active.",4
"Description: TrussC main repository. Primary language: C. large codebase. 55 stars (moderate visibility). 7 forks (modest community interest). 4 contributors (medium team). 475 commits in last 90 days (~158.33/month, high activity). updated today. 164 days old (recent). 85 merged pull requests. 20 releases published. no open issues. Has CI/CD workflows configured. detailed README (4727 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.7515. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, wiki enabled, no topics declared, young and actively developed.",4
